,context,question,answer
177,"Điều 322: Thời hạn kháng cáo, kháng nghị đối với bản án, quyết định theo thủ tục rút gọn Thời hạn kháng cáo đối với bản án, quyết định của Tòa án cấp sơ thẩm theo thủ tục rút gọn là 07 ngày, kể từ ngày tuyên án: Đối với đương sự không có mặt tại phiên tòa thì thời hạn kháng cáo tính từ ngày bản án, quyết định được giao cho họ hoặc bản án, quyết định được niêm yết: Thời hạn kháng nghị đối với bản án, quyết định của Tòa án cấp sơ thẩm theo thủ tục rút gọn của Viện kiểm sát cùng cấp là 07 ngày, của Viện kiểm sát cấp trên trực tiếp là 10 ngày, kể từ ngày nhận được bản án, quyết định","Thời hạn kháng nghị đối với bản án, quyết định của Tòa án cấp sơ thẩm theo thủ tục rút gọn của Viện kiểm sát cùng cấp là bao nhiêu ngày?","Thời hạn kháng nghị đối với bản án, quyết định của Tòa án cấp sơ thẩm theo thủ tục rút gọn của Viện kiểm sát cùng cấp là 07 ngày, kể từ ngày nhận được bản án, quyết định."
178,"Điều 322: Thời hạn kháng cáo, kháng nghị đối với bản án, quyết định theo thủ tục rút gọn Thời hạn kháng cáo đối với bản án, quyết định của Tòa án cấp sơ thẩm theo thủ tục rút gọn là 07 ngày, kể từ ngày tuyên án: Đối với đương sự không có mặt tại phiên tòa thì thời hạn kháng cáo tính từ ngày bản án, quyết định được giao cho họ hoặc bản án, quyết định được niêm yết: Thời hạn kháng nghị đối với bản án, quyết định của Tòa án cấp sơ thẩm theo thủ tục rút gọn của Viện kiểm sát cùng cấp là 07 ngày, của Viện kiểm sát cấp trên trực tiếp là 10 ngày, kể từ ngày nhận được bản án, quyết định","Thời hạn kháng nghị đối với bản án, quyết định của Tòa án cấp sơ thẩm theo thủ tục rút gọn của Viện kiểm sát cấp trên trực tiếp là bao nhiêu ngày?","Thời hạn kháng nghị đối với bản án, quyết định của Tòa án cấp sơ thẩm theo thủ tục rút gọn của Viện kiểm sát cấp trên trực tiếp là 10 ngày, kể từ ngày nhận được bản án, quyết định."
49,"Điều 325: Tính chất của giám đốc thẩm Giám đốc thẩm là xét lại bản án, quyết định của Tòa án đã có hiệu lực pháp luật nhưng bị kháng nghị giám đốc thẩm khi có căn cứ quy định tại Điều 326 của Bộ luật này",Tòa án có thể ủy quyền giám đốc thẩm cho ai?,"Tòa án có thể ủy quyền giám đốc thẩm cho một cá nhân hoặc một cơ quan cụ thể để xem xét lại bản án, quyết định đã có hiệu lực pháp luật bị kháng nghị, theo quy định tại Điều 325 của Bộ luật."
102,"Điều 205: Nguyên tắc tiến hành hòa giải Trong thời hạn chuẩn bị xét xử sơ thẩm vụ án, Tòa án tiến hành hòa giải để các đương sự thoả thuận với nhau về việc giải quyết vụ án, trừ những vụ án không được hòa giải hoặc không tiến hành hòa giải được quy định tại Điều 206 và Điều 207 của Bộ luật này hoặc vụ án được giải quyết theo thủ tục rút gọn: Việc hòa giải được tiến hành theo các nguyên tắc sau đây Tôn trọng sự tự nguyện thoả thuận của các đương sự, không được dùng vũ lực hoặc đe dọa dùng vũ lực, bắt buộc các đương sự phải thoả thuận không phù hợp với ý chí của mình Nội dung thoả thuận giữa các đương sự không vi phạm điều cấm của luật, không trái đạo đức xã hội",Khi nào một vụ án không được hòa giải theo Điều 205?,Một vụ án không được hòa giải nếu nó không được quy định hòa giải hoặc không thể hòa giải được theo quy định tại Điều 206 và Điều 207 của Bộ luật này.
97,"Điều 367: Những người tham gia phiên họp giải quyết việc dân sự Kiểm sát viên Viện kiểm sát cùng cấp phải tham gia phiên họp trường hợp Kiểm sát viên vắng mặt thì Tòa án vẫn tiến hành phiên họp: Người yêu cầu hoặc người đại diện hợp pháp, người bảo vệ quyền và lợi ích hợp pháp của họ phải tham gia phiên họp theo giấy triệu tập của Tòa án: Người yêu cầu vắng mặt lần thứ nhất thì Tòa án hoãn phiên họp, trừ trường hợp người yêu cầu đề nghị Tòa án giải quyết việc dân sự vắng mặt họ: Trường hợp người yêu cầu đã được triệu tập hợp lệ lần thứ hai mà vẫn vắng mặt thì bị coi là từ bỏ yêu cầu và Tòa án ra quyết định đình chỉ giải quyết việc dân sự trong trường hợp này, quyền yêu cầu Tòa án giải quyết việc dân sự đó theo thủ tục do Bộ luật này quy định vẫn được bảo đảm: Người có quyền lợi, nghĩa vụ liên quan hoặc người đại diện hợp pháp, người bảo vệ quyền và lợi ích hợp pháp của họ được Tòa án triệu tập tham gia phiên họp: Trong trường hợp cần thiết, Tòa án có thể triệu tập người làm chứng, người giám định, người phiên dịch tham gia phiên họp nếu có người vắng mặt thì Tòa án quyết định hoãn phiên họp hoặc vẫn tiến hành phiên họp",Ai phải tham gia phiên họp giải quyết việc dân sự theo quy định của Điều 367?,"Kiểm sát viên Viện kiểm sát cùng cấp, người yêu cầu hoặc người đại diện hợp pháp, người bảo vệ quyền và lợi ích hợp pháp của họ phải tham gia phiên họp giải quyết việc dân sự."
15,"Điều 353: Thông báo và xác minh tình tiết mới được phát hiện Đương sự hoặc cơ quan, tổ chức, cá nhân khác có quyền phát hiện tình tiết mới của vụ án và thông báo bằng văn bản cho người có thẩm quyền kháng nghị quy định tại Điều 354 của Bộ luật này: Trường hợp phát hiện tình tiết mới của vụ án, Viện kiểm sát, Tòa án phải thông báo bằng văn bản cho người có thẩm quyền kháng nghị quy định tại Điều 354 của Bộ luật này",Ai phải được thông báo khi có tình tiết mới của vụ án được phát hiện?,"Trường hợp phát hiện tình tiết mới của vụ án, Viện kiểm sát và Tòa án phải thông báo bằng văn bản cho người có thẩm quyền kháng nghị quy định tại Điều 354 của Bộ luật này."
126,"Điều 401: Yêu cầu tuyên bố hợp đồng lao động vô hiệu, thỏa ước lao động tập thể vô hiệu Người lao động, người sử dụng lao động, tổ chức đại diện tập thể lao động, cơ quan nhà nước có thẩm quyền có quyền yêu cầu Tòa án có thẩm quyền tuyên bố hợp đồng lao động, thỏa ước lao động tập thể vô hiệu khi có căn cứ theo quy định của Bộ luật lao động: Đơn yêu cầu của người lao động, người sử dụng lao động, tổ chức đại diện tập thể lao động, văn bản yêu cầu của cơ quan nhà nước có thẩm quyền phải có các nội dung quy định tại khoản 2 Điều 362 của Bộ luật này","Khi nào có thể yêu cầu tuyên bố hợp đồng lao động, thỏa ước lao động tập thể vô hiệu?","Có thể yêu cầu tuyên bố hợp đồng lao động, thỏa ước lao động tập thể vô hiệu khi có căn cứ theo quy định của Bộ luật lao động."
145,"Điều 488: Thẩm quyền, thủ tục xét miễn, giảm nghĩa vụ thi hành án đối với khoản thu nộp ngân sách nhà nước của Tòa án Thẩm quyền xét miễn, giảm nghĩa vụ thi hành án đối với khoản thu nộp ngân sách nhà nước của Tòa án được xác định như sau Tòa án nhân dân cấp huyện nơi cơ quan thi hành án dân sự đang tổ chức việc thi hành án có trụ sở, có thẩm quyền xét đề nghị việc miễn, giảm nghĩa vụ thi hành án đối với khoản thu nộp ngân sách nhà nước Tòa án nhân dân cấp tỉnh có thẩm quyền xem xét theo thủ tục phúc thẩm đối với quyết định miễn, giảm nghĩa vụ thi hành án đối với khoản thu nộp ngân sách nhà nước của Tòa án bị Viện kiểm sát kháng nghị Tòa án nhân dân cấp cao có thẩm quyền xem xét theo thủ tục tái thẩm quyết định miễn, giảm nghĩa vụ thi hành án đã có hiệu lực pháp luật của Tòa án trong phạm vi thẩm quyền theo lãnh thổ bị kháng nghị: Trình tự, thủ tục xét miễn, giảm nghĩa vụ thi hành án đối với khoản thu nộp ngân sách nhà nước được thực hiện theo quy định của Luật thi hành án dân sự","Tòa án nhân dân cấp cao có thẩm quyền xem xét thủ tục tái thẩm quyết định miễn, giảm nghĩa vụ thi hành án của Tòa án nào?","Tòa án nhân dân cấp cao có thẩm quyền xem xét thủ tục tái thẩm quyết định miễn, giảm nghĩa vụ thi hành án của Tòa án nhân dân cấp tỉnh đã có hiệu lực pháp luật."
150,"Điều 502: Thời hiệu khiếu nại Thời hiệu khiếu nại là 15 ngày, kể từ ngày người khiếu nại nhận được hoặc biết được quyết định, hành vi tố tụng mà người đó cho rằng có vi phạm pháp luật: Trường hợp có sự kiện bất khả kháng hoặc trở ngại khách quan mà người khiếu nại không thực hiện được quyền khiếu nại theo đúng thời hạn quy định tại Điều này thì thời gian có sự kiện bất khả kháng hoặc trở ngại khách quan đó không tính vào thời hiệu khiếu nại",Thời hiệu khiếu nại là bao lâu?,"Thời hiệu khiếu nại là 15 ngày, kể từ ngày người khiếu nại nhận được hoặc biết được quyết định, hành vi tố tụng mà người đó cho rằng có vi phạm pháp luật."
144,"Điều 488: Thẩm quyền, thủ tục xét miễn, giảm nghĩa vụ thi hành án đối với khoản thu nộp ngân sách nhà nước của Tòa án Thẩm quyền xét miễn, giảm nghĩa vụ thi hành án đối với khoản thu nộp ngân sách nhà nước của Tòa án được xác định như sau Tòa án nhân dân cấp huyện nơi cơ quan thi hành án dân sự đang tổ chức việc thi hành án có trụ sở, có thẩm quyền xét đề nghị việc miễn, giảm nghĩa vụ thi hành án đối với khoản thu nộp ngân sách nhà nước Tòa án nhân dân cấp tỉnh có thẩm quyền xem xét theo thủ tục phúc thẩm đối với quyết định miễn, giảm nghĩa vụ thi hành án đối với khoản thu nộp ngân sách nhà nước của Tòa án bị Viện kiểm sát kháng nghị Tòa án nhân dân cấp cao có thẩm quyền xem xét theo thủ tục tái thẩm quyết định miễn, giảm nghĩa vụ thi hành án đã có hiệu lực pháp luật của Tòa án trong phạm vi thẩm quyền theo lãnh thổ bị kháng nghị: Trình tự, thủ tục xét miễn, giảm nghĩa vụ thi hành án đối với khoản thu nộp ngân sách nhà nước được thực hiện theo quy định của Luật thi hành án dân sự","Khi nào Tòa án nhân dân cấp tỉnh có thẩm quyền xem xét theo thủ tục phúc thẩm đối với quyết định miễn, giảm nghĩa vụ thi hành án đối với khoản thu nộp ngân sách nhà nước của Tòa án?","Tòa án nhân dân cấp tỉnh có thẩm quyền xem xét theo thủ tục phúc thẩm đối với quyết định miễn, giảm nghĩa vụ thi hành án đối với khoản thu nộp ngân sách nhà nước của Tòa án khi quyết định đó bị Viện kiểm sát kháng nghị."
